source,target,value
Beast,Kujaku,1
Beast,Hokuto,1
Bastard,whenJirocho,1
Bastard,Wagarashi,1
Bastard,Tsunade,1
Bastard,Sasuke,1
Bastard,Sakura,1
Shikamaru,Udon,1
Shikamaru,Tunneling,1
Shikamaru,The,1
Shikamaru,Tenten,1
Shikamaru,Suiko,1
Shikamaru,Shukaku,1
Shikamaru,Shinobilike,1
Shikamaru,Shinobi,1
Shikamaru,Shikamaruis,1
Shikamaru,Shikamarugave,1
Shikamar,Shikamaruis,1
Shikamar,Shikamaru,1
Shikaku,lt,1
Shikaku,Tsunade,1
Shikaku,Shikamaru,1
Shijimi,forKakashi,1
Ayame,Ninja,1
Ayame,Ichiraku,1
Attaboy,Genno,1
Bastard,Naruto,1
Bastard,Fukusuke,1
Baki,Shukaku,1
Baki,Naruto,1
Baki,Gamabunta,1
B-Bushy,Sakurawith,1
B-Bushy,Rock,1
Ayameback,the,1
Ayameback,Teuchi,1
Ayameback,Ryoninor,1
Shikamaru,a,1
Shikamaru,Zaku,1
Shikamaru,Yurinojou,1
Asuma,Humph,1
Asuma,a,1
Asuma,Uchiha,1
Asuma,Shikamaruand,1
Asuma,Sensei,1
Asuma,Neji,1
Shinemon,the,1
Shikamaru,thatNeji,1
Shikamaru,roger,1
Shikamaru,meto,1
Shikamaru,kickedBushy,1
Shikamaru,interceptedTenten,1
Shikamaru,him,1
Shikamaru,forGenno,1
Shikamaru,andSasuke,1
Ayame,ramen,1
Shino,ofYakumo,1
Shino,ofSasuke,1
Arashi,Jiraiyato,1
Asuma,Genin,1
Art,Jonin,1
Arashiyou,Jigumo,1
Shino,mewho,1
Shino,locateSasuke,1
Shino,calledShino,1
Shino,Yakumoto,1
Shino,Yakumoout,1
Shino,Uchiha,1
Shino,Tunneling,1
Shino,Tobei,1
Shino,Shinoas,1
Asuma,Konohamaru,1
Shisou,the,1
Aoi,The,1
Aoi,Oli,1
Aoi,Jelly,1
Aoi,Humph,1
Aoi,Fukusuke,1
Ankoand,Shino,1
Ankoand,Naruto,1
Shisou,Tsunade,1
Shinobilike,Uchiha,1
Shinobi,the,1
Shinobi,myselffor,1
Shinobi,Tsunade,1
Shinobi,Tazuna,1
Shino,wasYuhi,1
Shino,thatGenno,1
Anko,Sound,1
Anko,Shadow,1
Anko,Sensei,1
Anko,Roger,1
Anko,Rasengan,1
Anko,Orochimaruis,1
Anko,Obito,1
Shizune,meetOrochimaru,1
Shizune,lruka,1
Shizune,isManda,1
Shizune,controland,1
Shizune,Tsunadedo,1
Shizune,Tonton,1
Shizune,The,1
Shizune,Temari,1
Shisui,Uchiha,1
Anko,Chunin,1
Anbu,Yoroi,1
Anbu,Uchiha,1
Anbu,Tsurugi,1
Anbu,The,1
Sitting,the,1
Sis,–,1
Shuriken,Zaku,1
Shura,The,1
Shun,Tsunade,1
Shun,The,1
Shukaku,–,1
Shukaku,suppressingShukaku,1
Anko,on,1
Anko,andOrochimaru,1
Anko,Uchiha,1
Anbu,Raido,1
Anbu,Lee,1
Anbu,Kazekage,1
Anbu,Humph,1
Anbu,Hinata,1
An,powersYakumo,1
An,Yuhi,1
Tayuya,fatso,1
Tayuya,correctsTayuya,1
Tayuya,Tunneling,1
Tamaya,Tsunade,1
Sumaru,Tsunade,1
Anko,Konohamaru,1
Anko,Kakashi,1
Anko,Gekko,1
Anko,C’m,1
Tenten,interceptedTenten,1
Tenten,Yagurathat,1
Tenten,Tsunade,1
Tenten,The,1
Temari,the,1
Temari,interceptedTenten,1
Temari,bringSasuke,1
Temari,a,1
Temari,Yogabut,1
Temari,Tyson,1
Temari,Tsunade,1
Tazuna,copiesZabuza,1
Tazuna,The,1
Tayuya,the,1
Tayuya,fightSasuke,1
Anbu,Sakura,1
An,Naruto,1
An,Kurenai,1
Ami,Sensei,1
Ami,Ino,1
Ami,Brow,1
Amaterasu,Sasuke,1
Amaterasu,Pervy,1
Amaterasu,Naruto,1
Amachi,mewho,1
Amachi,lsaribi,1
Amachi,Shino,1
Amachi,Naruto,1
That,methat,1
Teuchi,meto,1
Teuchi,The,1
Tenten,overSasuke,1
The,underKurenai,1
The,star,1
The,my,1
The,importantKurenai,1
The,gettingRokusuke,1
The,andSasuke,1
The,absorbingYakumo,1
The,aboutSasuke,1
The,Yurinoshin,1
The,Yurinojou,1
The,Uchiha,1
The,Tsuzumi,1
The,Tori,1
The,Tonton,1
The,Todoroki,1
An,Sakura,1
Akatsuki,intoOrochimaru,1
Amachi,Chief,1
Alley,Guy,1
Alley,Bushy,1
Akioand,Todoroki,1
Akio,the,1
Akio,getTodoroki,1
Akio,Todorokiis,1
Akio,The,1
Todoroki,a,1
Todoroki,Tsuzumi,1
Todoroki,Todorokiis,1
Tobei,entireKagetsu,1
Toad,lsaribi,1
This,the,1
Third,celebrateShikamaru,1
Transform,isAkamaru,1
Tori,the,1
Akatsuki,afterSasuke,1
Akatsuki,The,1
Akatsuki,Roger,1
Akatsuki,Hokage,1
Akatsuki,Genin,1
Akamaruto,Kiba,1
Tonton,Tsunadeto,1
Toki,mewas,1
Todoroki,fromSakura,1
Akio,Gon,1
Akio,Gantetsuand,1
Akimichi,Shikamaru,1
Akimichi,Kiba,1
Akatsuki,takeSasuke,1
Tsunade,Tsunade!You,1
Tsunada,–,1
Tsukiko,the,1
Tsubaki,lruka,1
Akamaruto,Hokage,1
Akamaruthat,Tsunade,1
Akamarubeing,–,1
Akamarubeing,Naruto,1
Akamarubeing,Hokage,1
Akamaru,sureto,1
Akamaru,norKidomaru,1
Akamaru,mewho,1
Akamaru,meanShino,1
Akamaru,me,1
Akamaru,intoAkamaru,1
Transform,the,1
Tsunade,Yurinojou,1
Akamaru,him,1
Akamaru,fatso,1
Akamaru,correctsTayuya,1
Akamaru,beShino,1
Akamaru,andKurenai,1
Akamaru,Ukon,1
Akamaru,Torpedo,1
Akamaru,That,1
Tsunade,Yotaka,1
Tsunade,Yagurathat,1
Tsunade,Uchiha,1
Tsunade,Tsunadewho,1
Tsunade,Tsunadeis,1
Tsunade,Tsunadea,1
Tsunade,Tsunade's,1
Tsunade,methat,1
Tsunade,meetOrochimaru,1
Akamaru,Sensei,1
Akamaru,Sasukeback,1
Akamaru,Sand,1
Akamaru,Sakurawith,1
Akamaru,Onbaa,1
Tsunade,lruka,1
Tsunade,inu,1
Tsunade,byKakashi,1
Tsunade,bro,1
Tsunade,anyonewho,1
Tsunade,alleven,1
Tsunade,abouthis,1
Tsunade,a-Ninja,1
Tsunade,Yurinoshin,1
Akamaru,Gosa,1
Akamaru,Chakra,1
Akamaru,Narutowill,1
Akamaru,Misogi,1
Akamaru,Leaf,1
Akamaru,Kurenai,1
Akamaru,Kimimaro,1
Akamaru,Kibawith,1
Akamaru,Iruka,1
Akamaru,Humph,1
Tsurugi,Yoroi,1
Tsunade's,Tsunadea,1
Tsunade,thoughAnko,1
Tsunade,thatTsunade,1
Tsunade,thatGenno,1
Tsunade,saru,1
Akamaru,Akamaruwho,1
Akahoshiis,Neji,1
Akahoshiis,Mizura,1
Akahoshiis,Hoshikage,1
Akahoshi,whatNeji,1
Uchiha,the,1
Uchiha,isSasuke,1
Uchiha,andNeji,1
Uchiha,a,1
Uchiha,Yashamaru,1
Tyson,the,1
Tyson,head,1
Tsuzumi,the,1
Akamaru,Hinatas,1
Akamaru,Hidden,1
Akamaru,Hiashi,1
Akahoshi,Hoshikageand,1
Akahoshi,Hokage,1
Akahoshi,Granny,1
Akahoshi,methe,1
Akahoshi,Rogue,1
Akahoshi,Ninja,1
Uzumaki,the,1
Uzumaki,Wasabi,1
Unkai,wasYuhi,1
Unkai,ofYakumo,1
Unkai,Yakumoto,1
Unkai,Yakumoout,1
Akamaru,Bikochu,1
Akamaru,Attaboy,1
Akamaru,Asia,1
Akamaru,Anbu,1
Yakumo,underKurenai,1
Akagi,Tsunade,1
Akagi,Sasukeare,1
Akagi,Kakashi,1
Akagi,Hokage,1
Agira,Rokkaku,1
Agira,Jako,1
Agira,Guy,1
Agira,Gensho,1
Agari,Tsunade,1
Yakitori,the,1
Yagura,–,1
Yagura,tim,1
Yagura,Yagurathat,1
Warrior,the,1
Akahoshi,Kunoichiwho,1
Yurinoshin,sureto,1
Yuhi,handleYakumo,1
Yotaka,the,1
Agari,Naruto,1
Agari,Kiba,1
Agari,Hinata,1
Achilles,Ninja,1
Achilles,Fatso,1
Achilles,Choji,1
Aburame,Shino,1
Abumi,the,1
Abumi,Sakura,1
Abumi,Naruto,1
Yogabut,head,1
Yakumo,–,1
Yakumo,wasYuhi,1
fightSasuke,the,1
fatso,–,1
d,madeYakumo,1
correctsTayuya,fatso,1
controland,meetOrochimaru,1
becomeHokage,controland,1
andSasuke,meto,1
andOrochimaru,on,1
andNeji,isSasuke,1
alsoSasuke,isSasuke,1
afterSasuke,intoOrochimaru,1
aboutOrochimaru,toOrochimaru,1
Zaku,the,1
Zabuza,methe,1
Zabuza,mealong,1
ZABUSA,–,1
head,whomMurakumo,1
head,the,1
head,ofYakumo,1
haveramen,the,1
A-Anko,the,1
A-Anko,Shino,1
A-Anko,Naruto,1
A-Anko,Ankoand,1
A,Tonton,1
A,The,1
A,Sound,1
A,Orochimaruis,1
A,Konohamaru,1
haveramen,killedlruka,1
getTodoroki,the,1
forKakashi,the,1
-Lord,Hokuto,1
!,Amachi,1
underGaara,wordsGaara,1
!,Isaribi,1
!,Toad,1
on,thatSasuke,1
ofYakumo,wasYuhi,1
ne,tori,1
ne,tatsu,1
mewas,the,1
meto,the,1
methe,us,1
methe,the,1
meon,those,1
melike,the,1
measureSasuke,whereKakashi,1
Kakashi,Tatsu,1
Kakashi,Shirker,1
Kakashi,Shikaku,1
Kakashi,Shadow,1
Kakashi,Sasukewhile,1
Kakashi,Sasukeusing,1
Kakashi,Sasukemaster,1
Kakashi,Sasukein,1
thoughtChoji,~FATSO,1
the,tolsaribi,1
star,the,1
protectingOrochimaru,the,1
powersYakumo,sealedYakumo,1
outPervy,the,1
on,–,1
-Lord,Naruto,1
